job_title,senior,company_name,location,employment_type,industry,company_type,company_size,hourly,daily,weekly,monthly,yearly,python,sql,excel,r,power_bi,tableau,job_description,salary
Data Analyst,0,eTeam,VIC,,,,,,,,,,1,1,0,0,0,0,"Requirements
Skill/Competency Requirements:
GIT Bash
Shell Scripting
Strong SQL coding
Jenkins
UNIX  environment
Control-M
Attitude
Collaborative & Persuasive, Self-motivated, Committed, Always-on learner
Delivering high quality, fit for purpose.
Additional skills:
Mainframe general knowledge, OPC, OMCS, File-aid etc
COBOL (would be handy with upgrade project, but understand not likely to have COBOL and key skills above)
JCL
Endevor
Python",
Data Analyst,1,"NT Police, Fire and Emergency Services",Other,Full-time,,,,,,,,,0,0,0,0,0,0,"Vacancy Duration:
12 Months
Agency:
NT Police
Number of Vacancies:
1
Work Unit
Digital Transformation
Location:
Darwin
Primary Objective:
Provide expert advice on data activities within NT Police, including the management of complex and disparate data sources and data remediation activities.",
Data Analyst,0,Perigon Group,NSW,Casual,,,,,,,,,0,0,1,0,0,0,"Treasury Analyst – Project

We are partnered with a high-growth, diversified financial institution, and due to an internal project, they require a skilled Treasury Analyst to join their greater finance team in a 6-month temporary role.

Reporting into the Treasury Manager, your remit is to support the transition of financial data to a new platform, with a keen focus on the governance around liquidity, funding, and capital management.

To achieve this, you will be working with large datasets, reconciling, and analysing financial data, as well as influencing the implementation and documentation of robust reporting processes.

We seek a talented professional with demonstrated experience within Treasury or Finance.
You must also bring to the table advanced Excel skills including VBA, proven analytical / critical thinking and diagnostic interpretation skills.

This temporary role will commence end of August and requires a 6-month commitment.

Working Holiday Visa candidates welcome to apply.
Interviews this week:
Additional information
6-month Temporary Role
Treasury / Finance Specialist with Adnavced Excel
Exciting Project Environment",
Other,1,,NSW,,,,,,,,,,0,0,0,0,0,0,"Job Description
Head of Data & Analytics
Opportunity to join BT
Established career path and progression opportunities
Sydney Based
How will I Help?
The Head of Data & Analytics role sits within the Chief Product Office with responsibility for BT’s data strategy, ongoing data management and the analytics, reporting and insights functions. This role is essential for setting the vision for BT’s data strategy, working closely with the BT Leadership Team, and leading a team of highly skilled data and analytics professionals to drive business insights and maintain a robust data governance model.
Core accountabilities include:
Data Owner: Act as the Divisional Data Delegate to lead the execution of the data management and governance activities as per the Enterprise Data Risk Management Framework and implement measures to maintain data quality, safeguard proper storage and usage of data .
Data Strategy: Design and execution of the data strategy for BT which aligns with the business strategy, technology roadmap and leverages the capabilities across the broader Westpac Group with the group AI teams to review opportunities and implementation as well as leveraging group data capabilities.
Analytics and Insights: Accountable for BT’s analytics function, driving best in class data and insights to gain a deeper insight into products and customers and support decision making in the business and executive teams. Leverage Westpac Group AI capabilities to determine opportunities and drive implementation.
Data Governance: Ensure effective data governance and implementation of BTs risk management framework to ensure compliance with license obligations and reduce operational risks. Work closely with Westpac Group’s Risk, Compliance and Security teams to ensure the strictest standards of PII protection and data security in all aspects of data management and reporting.
Regulatory Reporting: Accountable for solution design and ongoing management of regulatory reporting.
Ownership: BT’s data assets, technology support of data assets to ensure single point accountability and connection with Group technology.
Stakeholder Management: Effectively manage key relationships (internal and external) at a group executive, Regulator and Board level to deliver a data strategy and output for BT that meets all requirements.
Leadership: oversee an onshore and offshore team that develops and maintains the highest levels of data competency, accuracy standards and reporting capacity.
What’s in it for me?
This is a highly visible role that will have exposure across the broader BT business and Westpac Group and will work closely with the BT Leadership Team, Finance, Technology, Legal, Risk, Group Tax, Governance, and Operations along with the Superannuation Trustee and Funds Boards. In this role you will expand your professional network and further develop your already advanced business acumen.
You’ll play a significant part of the future of a business that has been around for over 200 years. Our purpose is to create better futures together. So, we’ll back you in the development of your career, internal career prospects, and flexible working. You’ll also keep learning to grow your career, backed by a fantastic team of people with a can-do, supportive structure.
Whatever shape your family takes, we offer generous paid and unpaid parental leave for your nominated primary and support carers. This includes leave to organise adoptions, surrogacy, and foster care arrangements. And we continue to pay your super contributions while you take all the time you need to get your new family settled.
What do I need?
To be successful you will have the following:
Industry recognised capability in data/analytics, preferably Degree in Technology, Data Science or Mathematics.
Blend of technical data capabilities, knowledge of how technology systems interact to support data and analytics along with business acumen to understand where and how data is applied to support key business outcomes.
Extensive experience managing data and analytics teams with demonstrated experience defining and executing robust data strategies and ongoing data management to drive positive business outcomes.
Leadership of large teams at a senior level for a minimum 5 years.
Finance industry knowledge.
Experience with AI and machine learning including structuring models to facilitate AI/machine learning models.
Familiarity with regulations / requirements associated with Information Security and Records Management.
Experience working in complex integrated businesses/environments.
Experience with Board, Senior Executives and Regulators.
What is it like to work here?
We are a collaborative team of passionate people with a shared ambition to make a difference for our customers, our communities and each other. At Westpac, making a difference means creating impact, unlocking our own and each other’s passions, and transformative success stories to create better futures together.
As well as competitive remuneration and a great culture, joining the Westpac family gives you access to a wide range of employee benefits to help you manage your priorities – whether that means family life, work/life balance, ambition to grow or all the little perks in between.
We’ll empower you to shape your career path. Through personalised upskilling, mentoring, and training opportunities, you’re in control of where you start and how you’ll grow.
As an equal opportunity employer, we are proud to have created a culture and work environment that values diversity and flexibility – and champions inclusion.
Hear from some of our people and their experiences working with us.
How do I apply?
Start here. Just click on the APPLY or APPLY NOW button.
At Westpac, we’re all about creating a supportive culture and ensuring our workplaces, branches, products, and services are accessible and inclusive for everyone—our customers, employees, and the wider community. If you’re interested in discussing workplace flexibility, please feel free to mention it in your application.
We invite candidates of all ages, genders, sexual orientation, cultural backgrounds, people with disability, neurodiverse individuals, veterans and reservists, and Indigenous Australians to apply . If you have questions about the recruitment process, please email ***************@westpac.com.au .
Do you need reasonable adjustments during the recruitment process?
We can provide reasonable adjustments for individuals with disability and/or neurodiversity. If you require an adjustment to be made during the recruitment process at any stage, please email ***************@westpac.com.au",
Data Analyst,0,Schlumberger,WA,Full-time,,,,,,,,,0,0,0,0,0,0,"About SLB:
We are a global technology company, driving energy innovation for a balanced planet.  Together, we create amazing technology that unlocks access to energy for the benefit of all.
Our inclusive culture is the key to our success. We collaborate with our internal community of colleagues, alumni, and our valued external partners to support each other and achieve our goals. We aim to raise the bar high. We look for people who are committed to innovation and success and act with integrity to become and be a part of one of the most diverse group of experts in our industry, anywhere around the globe. 
Global in outlook, local in practice – and with a united, shared passion for discovering solutions, we hire talented, driven people and support them to succeed, personally and professionally.
Role: Data Analyst - GeoServices
Location: Adelaide SA, Roma QLD and Jandakot WA 
Type of contract: Permanent 
Roster: Full Time
Job Description:
The GSS Data Analyst, is charged with the management of, and is accountable for, monitoring the well, maintaining all Geoservices sensors, gas equipment and data acquisition equipment. He/she maintains the well data integrity and reliability, designs and processes detailed daily and End of Well Reports based on the data gathered during well operations.
The primary objective of the GSS Data Analyst is to acquire, log, analyze and report well behavior at the well site to aid safe and efficient well operations. The Data Analyst monitors all drilling parameters, well bore parameters and maintains all Geoservices equipment and sensors to detect the well conditions, in order to analyze the drilling process. He/she maintains the gas detection equipment at the well site to monitor and analyze the hydrocarbon gases and ensure safety by detection of other potentially harmful gases.
He/she is responsible for the delivery of high quality drilling and gas data to the Client at the well site. Service quality, job reparation and planning, and job safety are key priorities.
The Data Analyst is seen as a key development position for the employee to be trained and developed towards a position of higher responsibility and accountability in the Geoservices career path.
Roles and Responsibilities:
Is directly responsible for, the effective management of the Mud Logging Unit, including personnel, equipment, supplies and maintenance, and rig up/down. 
Is aware of, and respects all safety regulations and procedures, as specified by the Client, Drilling Operator, Geoservices or relevant safety authorities. 
Is in charge of monitoring, recording and processing all well data and parameters, and the integrity and reliability of the well data. 
Is responsible for communicating to the Client representatives any information regarding primary well control and well integrity during well site operations as deducted from the data and, when appropriate, secondary well control monitoring. 
Accountable for maintaining and analyzing the volume balance sheet during well site operations. 
Ensures the design of an accurate and comprehensive Drilling log according to the Client's format. 
Is responsible for the daily reporting, ad-hoc Client requested reports and the End of Well Report. 
Interacts with other service companies’ personnel and Client representatives at the well site, ensuring the prevention of events that may give rise to the wellbore insecurity. 
Provides technical advice and assistance in core recovery and core description. 
Keeps the confidentiality of the Client’s well data.
Ensures the highest standard of professional conduct at the well site. 
Uses his/her experience and judgment to improve the service quality delivery and communicates to the Unit Supervisor all improvement opportunities. 
Qualifications and Experience:
University Degree (bachelor of Sciences as a minimum) in Geology, Geological Applied Sciences, Earth Sciences or Applied Sciences desirable.
The Data Analyst is the 2nd step in the Geoservices Mud Logging Product Line career path. All personnel must have a university degree (bachelor of Sciences as a minimum) in Geology, Geological Applied Sciences, Earth Sciences or Applied Sciences, and will have proceeded through the Fixed Step Program through the positions of Mud Logging Analyst (Step 1). Data Analyst is seen as a key development position for the employee to be trained and developed towards a position of higher responsibility and accountability in the Geoservices career path. The Data Analyst is expected to progress towards a Management, Operational or Expertise position of a higher responsibility and accountability in the Geoservices career path or cross-Product Line career in Drilling group. 
Key Competencies: Knowledge of Drilling Equipment and Techniques; Understanding and calculation of Lag Time; Understanding of wellbore pressures; Knowledge and understanding of Petroleum Geology; Formation Evaluation Log Drafting; Understanding of Drilling Fluids and Hydraulics of the Drilling Fluids; Understanding of Hydrocarbon Detection; Jet Hydraulics and Optimization; Overpressure (Causes and Detection); Drilling Fluids Rheology; Gas Detection and Analysis; Understanding of Drilling Parameters, their Acquisition and Treatment; Knowledge of Geoservices Mud Logging Sensors; H2S Awareness and detection
Benefits: 
Permanent employment
Gold Tier Private Health Cover
Comprehensive Life, TPD & Income Protection Insurances
Wellness Benefits
Employment Assistance Program
Discounted Stock Purchase Program
Attractive compensation package
  Please apply via this advertisement and upload a detailed resume outlining your qualifications and work experience. 
Please note that recruiting for this role will be done via Manpower Group which is an SLB-approved third-party Recruitment Process Outsourcing company. 
Applications are open from 16-Aug-2024 to 15-Sep-2024. 
Only successful applicants that meet the above criteria will be contacted.
SLB is an equal opportunity employer. Qualified applicants are considered without regard to race, colour, religion, sex, sexual orientation, gender identity, national origin, age, disability, or veteran status. 
We are committed to providing employment opportunities for Aboriginal and Torres Strait Islander people.
www.careers.slb.com",
Other,0,Randstad,VIC,,,,,,,,,,1,1,1,0,0,0,"The recruitment of this position constitutes part of the Randstad Recruitable Pilot and is open only to applicants with a permanent disability. The Pilot is a government funded program specifically for the recruitment of people with a disability. Having a permanent disability is a genuine occupational requirement for the position under the special measures s 26(3)(b) and s 28 of the Equal Opportunity Act 2010 (Vic).
Join Bendigo and Adelaide Bank - the Better Big Bank
Melbourne location preferred. Open to Bendigo, Adelaide, Sydney, Brisbane and Ballarat.
Hybrid and flexible working arrangements
Full-time permanent position

Short Summary:
Bendigo and Adelaide Bank has been trusted to serve Australian communities for over 160 years. With a vision to be Australia's most trusted bank, they truly value teamwork, passion and accessibility.
Join a highly progressive Financial Crime Risk team and help improve existing approaches to data-based fraud prevention. You will use your strong Python, SQL & VBA skills to mine large data sets, target and present key fraud threats.

About the Team:
You'll work with a diverse team, ready to help you develop your career and learn new skills. This role will report into the Manager of Data & Analytics and work closely with Fraud Operations and Investigations. This is an exciting opportunity as you'll get broad exposure across the business, you'll work with senior leaders whilst influencing change and how they do things.
Bendigo & Adelaide Bank believe in equal opportunities and they reinforce that belief in their everyday behaviours.
The Role:
Retrieve and manage large data sets using Python / SQL, perform analysis of fraud prevention measures, visualise findings using PowerBI.
Review and improve existing approaches to data-based fraud prevention and design/implement new ways to detect and prevent fraud.
Work closely with FinCrime Investigations and Technology teams to support a strategic uplift in the development of financial crime detection and prevention strategies.
Engage stakeholders from across the value chain to gain endorsement for solutions, with a key focus on maximising benefits for customers, making their banking safer and continuing the Bank's commitment to being Australia's most trusted bank.
About You:
2-5 years of hands-on data experience using Python / SQ / PowerBI / Excel VBA & Macros.
Proficient with working across multiple data sources and systems.
Good understanding of banking products, operations and the data flows.
Ability to operate with integrity, sensitivity and autonomy.
Experience working in the Financial Crime and Fraud domain within an agile environment is highly desirable.
Benefits to this position:
Great benefits and programs, work life balance and flexibility.
Bendigo Bank supports ongoing development, with the potential for a portion of education fees being reimbursed by the bank.
They want you to be the best version of you, and they want to help you achieve that!

About Bendigo & Adelaide Bank:
Caring for 1.9 million customers, Bendigo & Adelaide Bank is all about giving back and they have already reinvested over $272 million back into local communities. Accessibility and Inclusion is at the front of everything they do and they are also Australia's first bank to introduce green loans. Joining Bendigo & Adelaide Bank means more than just joining a bank, it's joining a community of passionate and innovative people.
Importantly, Bendigo & Adelaide Bank is proud and proactive in welcoming people from a range of backgrounds, with a variety of skills, ages and personalities because they believe our differences bring us together and make us stronger. The Bank supports candidate requests for adjustments to accommodate an illness, injury or disability to equitably participate in the selection process, and of course, if successful, the workplace.

Eligibility:

This Recruitable Bendigo and Adelaide Bank vacancy is open only to people with a permanent disability. Successful applicants must provide evidence to confirm they are a person with a permanent disability. Evidence of disability does not include information about the type of disability. Suitable evidence of a permanent disability would be a certificate or letter from a registered medical practitioner. The following documents are also be acceptable:
letter from a Disability Employment Service or jobactive provider
letter from a secondary or tertiary institution disability services unit to a recent student.

Next steps:

If you are ready to apply for our Financial Crime Risk 'Recruitable' opportunity, please select ""Apply Now"". Remember to let us know if you require any adjustments during the recruitment process. For more information, please email: ***********@randstad.com.au
At Randstad, we are passionate about providing equal employment opportunities and embracing diversity to the benefit of all. We actively encourage applications from any background who meet the special measures.
At Randstad, we are passionate about providing equal employment opportunities and embracing diversity to the benefit of all. We actively encourage applications from any background.",90000.0
Data Analyst,0,Kirra Services,Other,,,,,,,,,,0,0,0,0,0,0,You can’t apply as it’s expired.,
Business Analyst,0,Montagu Group Pty LTD,Other,Full-time,,,,,,,,,0,0,1,0,0,0,"About Our Client
Our client is an innovative and forward-thinking company specialising in advanced manufacturing with a focus on precision and efficiency. They are seeking a dynamic Business Analyst to help redefine their enterprise processes and drive performance improvements.
The Role
As a Business Analyst, you will play a key role in analysing business data and processes, identifying areas for improvement, and implementing solutions that enhance quality, productivity, and overall business objectives. Your work will directly impact the operational efficiency and strategic growth of our client.
Key Responsibilities:
Enterprise Process Definition: Collaborate with the team to build out new definitions of enterprise processes and develop performance metrics.
Data Management: Develop data pipelines, ensure data accuracy, and build dashboards and reports using PowerBI and Grafana.
Process Modelling: Document and design processes that align with international best practices, reflecting both current and future states.
Implementation Support: Work closely with the Head of Technology and Business Unit Leaders to implement solutions, develop business cases and participate in system testing and validation.
Automation: Identify and build automation opportunities to streamline operations and align with best practices.
Continuous Improvement: Evaluate and improve current processes to support scalable growth and compliance with quality, safety, and regulatory standards.
About You:
Experience: Proven experience in a Business Analyst role within an advanced manufacturing environment
Skills: Strong operational skills with hands-on experience in data and process management, complemented by excellent communication abilities.
Tools: Proficiency in PowerBI (Primary) and Grafana (Secondary) is essential.
Attributes: You’re not just about theory; you excel in practical, data-driven solutions and can work effectively with cross-functional teams.
Why Join Our Client?
This is an opportunity to join a company that values innovation, precision and continuous improvement. You’ll have the chance to shape processes, drive meaningful change and contribute to their ongoing success.
How to Apply
If you’re ready to take on a challenging and rewarding role, apply now!
We look forward to hearing from you!
 ",
Data Scientist,0,Quality People,Other,Contract,,,,,,,,,0,0,1,0,0,0,"Our client URGENTLY requires a Data Scientist / Data Specialist for 6 months + Contract in ACT, NSW, NT, QLD, SA, TAS, VIC, WA, Offsite.
   
The Data Scientist / Data Specialist will stocktake existing integrity data and metrics at the entity and whole of APS levels and manage data in a manner consistent with best practices and security requirements.
   
Skills and Experience required includes:
  
Experience in the drafting of data policies and/or frameworks within time-pressured, high profile environments.
A proven track record of providing strategic data policy advice to senior executives and/or ministers on complex data matters.
Proficient data analysis and management skills.
Ability to succinctly articulate technical concepts to non-technical audiences would be preferred.
  
Must have current Baseline security clearance.
   
Contract Extensions Likely !
Top $'s Paid !
   
To apply for this excellent Career opportunity, please forward your CV to ****@QualityPeople.com.au
   
Quality People is committed to all forms of workforce diversity and encourages applications from men and women of all ages and cultures, including indigenous Australians.
   
www.QualityPeople.com.au",
Data Analyst,0,PATH4 Group,Other,,,,,,,,,,0,1,1,0,1,0," The Role:
Talent Street is looking for a Data Analyst/Performance Reporting Analyst for a large Queensland government department. As part of the team, you will have the opportunity to work on a project which leads the development and coordination of an integrated approach to activities that support the department’s planning, governance, risk and performance management frameworks. The team is responsible for leading good practice and provide expert advice to senior management and staff regarding governance activities. Coordination of strategic and operational planning, development of budget papers, Estimates, risk management activities and non-financial performance monitoring and reporting. Experience with MS SQL Server, MS Accesss, Power BI and SAS is highly regarded.
Starting Date    : ASAPDuration            : 3 months ( plus probable extension)Location             : Brisbane CBD - WFH Arrangements
Responsibilities:
Extract and collate data, conduct analysis and provide advice and data to officers in the team and other service areas of the department including data requirements for key strategic projects.
Model and lead the use of information systems, including Excel/VBA, Power BI, SQL, Access and SAS for the preparation and presentation of accurate and comprehensive reports to support service areas.
Display initiative and assist in the development, quality assurance and provision of high-quality data, analysis and reporting.
Prepare reports regarding business and performance management activities and interrogate data bases to answer data requests often at short notice.
Apply technical expertise and assist in reviewing business systems and processes.
Develop and maintain effective working relationships with internal and external clients and stakeholders through a consultative approach, to ensure data collection and reporting requirements are accurate and met in a timely manner.
Support Business Governance and Data team members by making use of effective interpersonal communication to achieve positive team performance.
Undertake additional projects and activities as required.
About you:
Experience working as a data analyst, performance reporting analyst, data engineer, or similar role
Knowledge of SQL and understanding of relational database concepts an advantage
Familiarity with any of the following software MS SQL Server, MS Access, MS Excel (including VBA),  Power BI  and SAS to support the collection, analysis and reporting on large scale of data
Relevant tertiary qualifications in science, engineering, mathematics or equivalent.
If you are ready for an exciting opportunity, please APPLY here, or send your update CV with suitability statement on *****@talentstreet.com.au or call on 0406 680 ***",
Other,1,Australian Prudential Regulation Authority,NSW,Full-time,,,,,,,,,0,1,1,0,0,0,"APRA is seeking a Principal Analyst, Data Collection Design to contribute to the design, build, and maintenance of our data collections. You will engage with various stakeholders to ensure our data collections can be used for prudential supervision and meet the needs of government.
This multi-faceted role contributes to the design and ongoing development of APRA's taxonomy and data collections, as APRA continues its focus on transforming our technology and use of data.
The team
This role sits within the Data Collection Design and Management team (DCDM) and is part of APRA's Chief Data Office function. The DCD is responsible for creating and maintaining APRA's data collections and taxonomy. Collections are developed in consultation with industry and facilitate the submission of data from the financial sector.
APRA's Chief Data Office teams are focused on data collection design and management and the delivery of data publications and reports.
Key responsibilities
Lead development of data collections in APRA's data collection platform, APRA Connect
Work closely with SME's to gather requirements for data collections
Provide guidance for data collection and taxonomy design to facilitate data collection and report building
Build data collections in APRA Connect including validations and derivations
Provide second level support for the use of data collections and taxonomy
Help improve work processes to gain efficiencies and provide better outcomes.
About you
A working understanding of data modelling and analysis
Strong problem-solving and technical skills
Excellent written and verbal communication skills
Ability to work autonomously and as part of a team
Ability to manage the needs and expectations of a variety of stakeholders
Strong written and verbal communication skills and excellent attention to detail
Advanced Excel skills would be beneficial
SQL coding experience is beneficial.
To work with us, you need to be an Australian citizen with eligibility to gain a Baseline Security clearance.
About APRA
The Australian Prudential Regulation Authority (APRA) places you at the heart of Australia's financial services industry. APRA serves the Australian community by helping ensure financial institutions deliver on the financial commitments they make, within a stable, efficient and competitive financial system.
At APRA we're committed to providing an inclusive workplace where everyone belongs, feels valued and respected. We aspire to attract and foster diversity of background, thought, and experience, recognising that a broad range of perspectives, approaches and ideas makes us stronger, and better enables us to meet our obligation to protect the financial wellbeing of the Australian community. When applying, please inform us of any adjustments you may need during the interview process.",
Data Scientist,0,Randstad,Other,Contract,,,,,,,,,1,0,1,0,0,0,"Job Title: Data Scientist
Location: Adelaide, South Australia
Contract Duration: 12 months (with potential for extension)
Work Arrangement: 60% Onsite / 40% Offsite
Start Date: ASAP
About the Company:

Our client is at the beginning of their journey in leveraging AI for real-life business use cases. They have had some success with various AI-driven projects, including defect detection using Computer Vision, and they are now looking to solidify their AI strategy. The team is small but ambitious, consisting of the Data and Decision Science Lead and two graduate data scientists. They utilise platforms such as Databricks and Snowflake and have begun integrating GenAI chatbots to enhance document reading and processing capabilities.

Position Overview:
We are seeking a Data Scientist with 3-5 years of mature industry experience to join their team on a 12-month contract/ The ideal candidate will bring expertise in AI and machine learning technologies and possess the ability to implement MLOps for the first time within their organisation. This role requires a proactive individual who can challenge current approaches constructively and contribute to the growth and AI literacy of the team and the broader business.

Key Responsibilities:
Develop and implement an AI-driven risk-based asset management process incorporating Computer Vision, early defect detection, and geospatial analytics.
Utilize and integrate GenAI with our internal knowledge base and enterprise data platform (Ask ada) built on Snowflake and Databricks.
Lead the implementation of MLOps and contribute to establishing best practices in AI and machine learning operations.
Collaborate closely with the Team Lead and the two graduate data scientists, providing mentorship and training to elevate their skills and knowledge.
Engage with various stakeholders to ensure AI projects align with business goals and can be effectively translated into actionable insights.
Drive the development and deployment of machine learning models and neural networks to solve complex business problems.
Support and educate the wider business on AI literacy, helping to foster a culture of data-driven decision-making.
Required Skills and Experience:
3-5 years of industry experience in data science and AI, with a strong track record of delivering successful AI projects.
Proficiency in Snowflake, Databricks, Python, neural networks, machine learning, MLOps, and DevOps.
Experience with Computer Vision techniques and tools.
Strong understanding of geospatial analytics and their applications in asset management.
Proven ability to implement MLOps from scratch and establish best practices in machine learning operations.
Excellent problem-solving skills and the ability to constructively challenge existing approaches.
Strong communication and collaboration skills, with the ability to mentor and train junior team members.
A proactive and self-motivated approach, with a passion for continuous learning and innovation in AI technologies.
Preferred Qualifications:
Experience working with GenAI and integrating it with enterprise data platforms.
Prior experience in training and educating non-technical stakeholders on AI and data science concepts.
Applicants with Full Working Rights in Australia will be considered for this position. ONLY shortlisted applicants will be contacted.
APPLY NOW for my immediate consideration by submitting your CV in Word Format. Should you have any questions or queries, please contact Tanu Ghosh on 0882243*** for a confidential discussion.
At Randstad Digital, we are passionate about providing equal employment opportunities and embracing diversity to the benefit of all. We actively encourage applications from any background.",
Data Analyst,0,Mirvac Group,NSW,Contract,,,,,,,,,0,1,1,0,1,1,"At Mirvac, we know that it’s our people, their passion and expertise and the exceptional experiences we create for our audience, that defines us.
Mirvac's people are our most valuable asset. We are proud to have built a culture of inclusivity, innovation and collaboration, becoming a place where people genuinely want to work. Two recent accolades to reflect this are:
·       #1 in AFR BOSS’ Best Places to Work in Property, Construction & Transport 2022
·       #1 Company Globally for Gender Equality in Equileap's 2022 & 2023 Review
We also offer a number of competitive and unique benefits for permanent employees including: 
·       Flexible Work Arrangements
·       Leadership and Professional Development Programs
·       Unlimited Volunteer Leave and National Community Day
·       Mirvac Pride Committee
Mirvac is an Australian property group with a clearly defined purpose to 'reimagine urban life'. For over 50 years, we've dedicated ourselves to shaping Australia's urban landscape. Our evolution has been significant, growing from a small joint venture to a thriving ASX-listed property group that leads the way in sustainability, innovation, safety and placemaking.
Our opportunity- 12 Month Fixed Term Contract
As Customer Insights & Data Analyst, you will be responsible for collating various customer research sources, reporting and developing insights on how to improve the overall customer experience through the development and management of a Voice of Customer Program. This role requires strong data and analytical skills, attention to detail, and the ability work collaboratively with cross-functional teams. This role will report to the Director, Voice of Customer & Customer Experience.
Your responsibilities will include:
This role will work as part of a small team and work closely with the business teams, broader customer & brand function as well as the Digital and Data & Analytics teams.
Develop Customer reporting for all levels from on the ground teams, management & leadership to ELT and Board.
Be an integral part of a team to deliver a Mirvac Group Voice of Customer Program across the various platforms such as BI, Salesforce CRM, Yardi and customer feedback platforms. Experience in Marketing Cloud & VOC platforms is desirable.
Building and maintaining dashboards and data visualisations in tools like Power BI or Tableau, and competency working with SQL and with data warehouses such as Snowflake
Coordinate, collect, clean and analyse customer data from various research sources including solicited feedback, unsolicited feedback, customer profile, interactions, and behaviour (physical and digital), external data sources and other qualitative data. Research sources also include customer surveys, CRM, CSAT, NPS, CES, loyalty and complaints data. Customer interviews/ intercepts, deep observational research across the group and customer advocacy on social media.
Experience analysing and modelling multiple data sources to develop clear and actionable customer insights, and provide insight to stakeholders across Mirvac.
Enhancing our calendar of and execution of periodic voice of customer surveys coordinating hitting response rate targets
Collaborate with cross-functional teams to identify opportunities to improve customer engagement, conversion rates, and retention
Develop and manage relationships with stakeholders to influence and gain support for projects and initiatives
Uplift customer data/analytics fluency in the business
Work together with the CX, digital, and operational teams to ensure customer analytics is an integrated part of transformation and performance measurement.
Assist with effective governance over our customer data and processes
Your point of difference
To be successful you will
Tertiary qualifications in Data Analytics and Business, Customer, Project Management, or equivalent is desirable
At least 5 years of experience in customer insights and data or business analyst role
Strong knowledge of statistical analysis, predictive modelling, and data visualization techniques
Experience with customer data platforms, marketing automation tools, and web analytics programs
Excellent communication and collaboration skills, with the ability to work effectively with cross-functional teams
Strong problem-solving skills, with the ability to identify & troubleshoot issues
Customer, Data & Analytics Platforms
Customer Insights
Customer & Business Analytics
Customer Research
Project Management
All of these attributes are preferred, if you think you may be the right fit for the role please still apply.",
Data Analyst,1,Kirra Services,Other,,,,,,,,,,1,1,1,1,0,0,"Must be able to obtain Baseline
Essential criteria
1. Demonstrated experience in data analysis and process design, to create replicable data validation processes to improve data output quality.
2. Excellent analytical skills, with strong attention to detail, and the ability to synthesise and critically analyse large volumes of structured and unstructured data.
3. Strong skills and experience in data management, in particular how data can be effectively structured, analysed, presented and communicated, to achieve high-quality outcomes.
4. Excellent communication skills, including the ability to effectively communicate key data insights visually and in written form to a range of diverse stakeholders.
5. Well-developed interpersonal skills, including the ability to work effectively in a multidisciplinary setting.
6. Ability to work in dynamic, highly collaborative environment, and online team setting, using a pro-active, results-oriented approach.
Desirable criteria
1. Experience in R Shiny, Python, SQL, anduser experience design.
2. Understanding of, and experience working with tertiary education (HE and/or VET) and/or occupation and labour market data.
3. Understanding and experience in data science, or related fields.
4. Experience operating in a policy environment.",
Data Analyst,1,TrooCoo,Other,Full-time,,,,,,,,,1,1,1,0,0,1,"About Brighter Super:
  
Brighter Super is committed to helping our members retire with confidence – we live by the philosophy that our members come first in everything we do. Since 1965, we have been a reliable and trusted provider of investment, advice and insurance services. 100% member-owned, Queensland-based, open superannuation fund, built on the foundation of three Queensland-based funds (LGIASuper, Energy Super and Suncorp Wealth Division) where we manage more than $32 billion in retirement savings for 230,000 members. Our members come from our foundation industries of government, finance, electrical and energy sectors, alongside the wider community.
Our Brighter Super team is essential to our success, embodying our core values of Integrity, Trust, and Partnership. We value every Brighter team member – Bright People, Brighter Futures.  This commitment ensures a positive and collaborative work environment where each individual can thrive. Together, we are building a brighter future.
  
About your new Role: 
In this role, you’ll dive into our current analytics landscape, which includes a blend of on-prem technologies like MS SQL Server, Tableau, Salesforce, Marketing Cloud and Einstein, as well as our exciting move to a cloud solution with Azure Databricks. You’ll work closely with business stakeholders and tech teams to make sure we’re leveraging data to its fullest potential.
Deliver Insights: Create and present actionable insights that help steer business strategy.
Collaborate & Prioritize: Work with stakeholders to align initiatives with business goals.
Innovate: Identify new technologies and methods to bridge gaps and drive progress.
Develop & Design: Build data models, reports, and dashboards to support smart decision-making.
Maintain & Support: Manage our tech stack, including SQL Server, Tableau, Salesforce, and Databricks.
Document & Report: Keep detailed documentation of all analytics processes and assist with regulatory reporting.
  
About You: 
Experience: 6 + years in a senior analytics role, preferably with financial services experience. Superannuation experience highly desirable.
Skills: Expertise with statistical data modelling techniques and languages such as SQL, Python, R. Experience with Databricks and Tableau is a must.
Tech Savvy: Experience with cloud migration, Databricks, Machine learning, and Dbt. Familiarity with Salesforce, Einstein and Salesforce Marketing Cloud is a bonus.
Communication: Strong ability to present complex data to C-Suite and other stakeholders.
Attributes: Agile, collaborative, and detail-oriented. A self-starter who’s committed to excellence and continuous learning.
  
Why choose Brighter Super:  
We pride ourselves on being a great place to work, where you matter!  Here are some things that you will be able to enjoy; 
Fortnightly Pay
Career Pathway
Reward and Recognition Program
Annual Leave Purchase
Holistic benefits and well-being offer through Perkbox

If you know that you are a “Bright Person” and are seeking a “Brighter Future”, please apply now!",
