,Job Title,Company Name,Location,Work Model,Employment Type,Industry,Company Type,Company Size,Job Description,Salary
242,Business Analyst,IT Alliance Australia,"New South Wales, Australia",missing,Contract,Staffing and Recruiting,Privately Held,51-200 employees,"One of our Federal Government Clients is seeking to engage a Business Analyst. This is a long-term contractual position.

Role : Business Analyst
Location : Canberra and Sydney",missing
243,Data Entry Clerk - Part Time (Entry Level),missing,Australia,missing,Full-time,Staffing and Recruiting,Privately Held,51-200 employees,"Important : After Applying , Check Inbox or Spam Folder For Next Steps.

We are looking for a Data Entry Clerk to type information into our database from paper documents. The ideal candidate will be computer savvy and a fast typist with a keen eye for detail. You will report to a data manager or another senior data team member. Understanding of data confidentiality principles is compulsory.

The company will rely on you for having accurate and updated data that are easily accessible through a digital database.



Type in data provided directly from customers

Create spreadsheets with large numbers of figures without mistakes

Verify data by comparing it to source documents

Update existing data

Retrieve data from the database or electronic files as requested

Perform regular backups to ensure data preservation

Sort and organize paperwork after entering data to ensure it is not lost



High school degree or equivalent

Proven experience as data entry clerk

Fast typing skills; Knowledge of touch typing system is strongly preferred

Basic understanding of databases

Good command of English both oral and written and customer service skills

Great attention to detail

Employment Type: Part-Time

Powered by Webbtree",missing
244,Data Analyst,Michael Page,"Sydney, New South Wales, Australia",missing,Full-time,Staffing and Recruiting,Public Company,"5,001-10,000 employees","Flexible/ Hybrid Working|Career Growth Opportunity

About Our Client

My client is dedicated to sparking inspiration among millions of individuals across Australia by offering innovative solutions for work and learning. Their diverse product range includes office, school, facility, and safety essentials, along with services such as printing and marketing. Additionally, we showcase the potential of technology and workspace solutions, providing customisable options to meet our customers' unique requirements.",missing
245,Modelling & Analytics Manager,Sims Metal,"Millers Point, New South Wales, Australia",missing,Full-time,Environmental Services,Public Company,"1,001-5,000 employees","Sims Limited (Sims) is a global leader in metal and electronics recycling, and an emerging leader in the municipal recycling and renewable energy industries. With facilities across the globe, Sims plays an intrinsic role in the circular economy by making resources available for future use. As a responsible corporate citizen, we continuously seek new ways to broaden our participation in the environmental sector, ensuring that our future is as bright, safe, and secure as at any time in our long history.

Sims is proud to be an equal opportunity employer. We value the diversity of all of our employees, and we are committed to creating a working environment that is built on a foundation of respect and inclusion where everyone can contribute, advance on merit, and realize their full potential.









With a promote-from-within philosophy and a variety of programs available to support continuous learning, Sims offers the opportunity for a rewarding career. We are committed to the ecologically sound and sustainable use of resources and strive to operate in a manner that minimizes waste and protects the environment.

A career with Sims provides you with the opportunity to work with an organization whose goal is to be the world’s safest and most responsible recycling company. Our people achieve this by creating a zero-harm workplace, being exemplary members of the communities in which we operate, and being responsible stewards of the environment. We also offer competitive pay and a range of attractive benefits.

Find Out More…

Please visit www.simsltd.com for more information on Sims and its commitment to sustainability.

AT SIMS LIMITED TOGETHER WE ARE A DIVERSE GROUP OF EMPLOYEES WHO ARE SUPPORTED BY OUR EQUAL OPPORTUNITY POLICY, WHICH VALUES THE BENEFITS OF OUR TALENTED WORKFORCE. WORKING TOGETHER WE ACHIEVE OUR GOALS AND CONTRIBUTE TO OUR CORE VALUES OF SAFETY, INTEGRITY, RESPECT, TRANSPARENCY, EXCELLENCE, AND SOCIAL RESPONSIBILITY.",missing
246,Strategic Insights Consultant (Quantitative and Qualitative),CCInternational Recruitment Pty Ltd.,"Sydney, New South Wales, Australia",missing,Full-time,Market Research,Privately Held,2-10 employees,"Strategic Insights Consultant (Qualitative & Quantitative)
Location: Sydney
Salary: $120-150K

Are you a strategic thinker with over six years of experience, passionate about uncovering insights that shape the future?","A$120,000.00/yr - A$150,000.00/yr"
247,Data Entry Coordinator - Typist / Full time (Remote),missing,"Brisbane, Queensland, Australia",missing,Full-time,Market Research,Privately Held,2-10 employees,"Are you a detail-oriented and organized individual with a passion for maintaining the accuracy and integrity of data? We are currently seeking dedicated individuals to join our team as Data Entry Coordinators. In this pivotal role, you will serve as the backbone of our data management operations, ensuring that our information remains precise and up-to-date. This is an entry-level position that offers remote work opportunities, allowing you to contribute to our mission from the comfort of your own home.

Responsibilities:



Qualifications:



Benefits:



If you're prepared to dive into the world of data accuracy and coordination, consider joining us as a Data Entry Coordinator. Your meticulous attention to detail and commitment to data integrity will play a vital role in shaping our success. Apply today to take the first step towards an exciting career journey in data management!

Powered by Webbtree",missing
248,Claims Consultant,MAYDAY Recruitment Group - Winner Outstanding Agency 2023,"Adelaide, South Australia, Australia",missing,Full-time,Staffing and Recruiting,Privately Held,11-50 employees,"MAYDAY Recruitment is seeking a dedicated Motor Claims Consultant to join a leader in claims management and service delivery in Adelaide.

This role will manage end-to-end motor claims from initial contact through assessment, investigation, and settlement.","A$75,000.00/yr - A$82,000.00/yr"
249,Data Entry Clerk Work From Home - Part-Time Survey Participants,WorkatHome-JobBoard,"Ballarat, Victoria, Australia",missing,Part-time,Advertising Services,Privately Held,2-10 employees,"Position: Data Entry Clerk Work From Home - Part-Time Focus Group Participants (Side Gig)

We are seeking individuals to participate in National & Local Paid Focus Groups, Clinical Trials, Phone Interviews or Paid Surveys.

With most of our paid surveys, you have the option to participate remotely online or in-person. This is a great way to earn additional income from the comfort of your home.













This position is perfect for anyone looking for temporary, part-time or full-time work. The hours are flexible and no previous experience is needed. If you are a data entry clerk or someone just looking for a flexible part time remote work at home job, this is a great way to supplement your income.",missing
250,Strategy Associate / Senior Strategy Associate (Hong Kong based),Crypto.com,"Sydney, New South Wales, Australia",missing,Full-time,Financial Services,Privately Held,"1,001-5,000 employees","What to Expect

Work on high-impact and diverse projects



Own your initiative from end to end



Learn something new every day







In this role, you will spearhead the strategic direction of our core products including our Main App Trading, Loyalty Programs, VISA Card and Pay, among others.

Below are some activities you may find yourself doing:



Overall, you will shoulder the important responsibilities of:







Below are some key traits we look for, and a list of indicators we watch out for during our screening. (Note that the list is not exhaustive, nor do we expect candidates to possess all traits at the same time.) We value the ability & drive to learn over past experience, as we believe in investing in learning of our team.

Intellectual prowess & curiosity



Literacy in oral & written communication



Ownership, agility & teamwork





Empowered to think big. Try new opportunities while working with a talented, ambitious and supportive team.

Transformational and proactive working environment. Elevate employees to find thoughtful and innovative solutions.

Growth from within. We help to develop new skill-sets that would impact the shaping of your personal and professional growth.

Work Culture. Our colleagues are some of the best in the industry; we are all here to help and support one another.

One cohesive team. Engage stakeholders to achieve our ultimate goal - Cryptocurrency in every wallet.





Competitive salary

Medical insurance package with extended coverage to dependents

Attractive annual leave entitlement including: birthday, work anniversary

Work Flexibility Adoption. Flexi-work hour and hybrid or remote set-up

Aspire career alternatives through us. Our internal mobility program can offer employees a diverse scope.

Work Perks: crypto.com visa card provided upon joining

Our Crypto.com benefits packages vary depending on region requirements, you can learn more from our talent acquisition team.



Founded in 2016, Crypto.com serves more than 80 million customers and is the world's fastest growing global cryptocurrency platform. Our vision is simple: Cryptocurrency in Every Wallet™. Built on a foundation of security, privacy, and compliance, Crypto.com is committed to accelerating the adoption of cryptocurrency through innovation and empowering the next generation of builders, creators, and entrepreneurs to develop a fairer and more equitable digital ecosystem.

Learn more at https://crypto.com .

Crypto.com is an equal opportunities employer and we are committed to creating an environment where opportunities are presented to everyone in a fair and transparent way. Crypto.com values diversity and inclusion, seeking candidates with a variety of backgrounds, perspectives, and skills that complement and strengthen our team.

Personal data provided by applicants will be used for recruitment purposes only.",missing
251,Motor Claims Consultant,MAYDAY Recruitment Group - Winner Outstanding Agency 2023,"Newcastle, New South Wales, Australia",missing,Full-time,Staffing and Recruiting,Privately Held,11-50 employees,"MAYDAY Recruitment is seeking a dedicated Motor Claims Consultant to join a leader in claims management and service delivery in Newcastle, NSW.

This role will manage end-to-end motor claims from initial contact through assessment, investigation, and settlement.













If this sounds like the ideal role for you, please apply today!",missing
252,Data Entry/Factory Sorter,missing,"Brisbane, Queensland, Australia",missing,Full-time,Staffing and Recruiting,Privately Held,11-50 employees,"The Data Entry Clerk/Human will be responsible for analyzing and interpreting large datasets to provide valuable insights and recommendations to the business. They will work closely with cross-functional teams to gather and analyze data, develop reports, and provide customized solutions to help the organization gain a competitive edge.

Responsibilities:

Analyze large data sets using advanced statistical techniques and tools to uncover trends, opportunities, and insights.

Develop, maintain and analyze performance metrics and reports that support data-driven decision-making processes.

Collaborate with stakeholders to identify business questions and translate them into data and analysis requirements.

Develop models and algorithms to help optimize business processes and drive efficiencies.

Design and execute A/B tests and experiments to identify opportunities for optimization.

Identify data quality issues and help to develop solutions to improve data integrity, accuracy, and completeness.

Manage data collection, cleansing, and manipulation processes to ensure data is readily accessible and easy to work with.

Prepare and present data-driven reports and insights to stakeholders, highlighting key findings and recommendations.

Qualifications:

1+ years of relevant experience in data analysis, preferably in the Internet and New Media industry.

Proven experience in analyzing large and complex datasets using SQL, R, Python, or related tools.

Strong analytical, critical thinking, and problem-solving skills.

Excellent communication and collaboration skills, with the ability to work effectively in a team environment.

Experience with data visualization tools such as Tableau, Power BI, or related tools.

Knowledge of statistical modeling, hypothesis testing, and A/B testing methodologies.

Familiarity with data management and ETL processes.

Powered by Webbtree",missing
253,Search Engine Marketing (SEM) Specialist,Koala,"Sydney, New South Wales, Australia",missing,Full-time,Retail,Privately Held,201-500 employees,"Koala's mission is: Better furniture experiences, designed with the World in mind. Combining customer-centric products, a world-class technology and fulfillment platform, incredible customer service and social good; we are changing the way people buy and enjoy furniture to create happier, healthier habitats.



We are looking for a passionate, collaborative and highly motivated SEM Specialist to join our ever-expanding growth team. In this role, you will live and breathe all things search marketing,, bringing to the team a keen eye for innovation and an innate determination to achieve success across all channels. Data analysis will be an inherent part of your performance playbook and you will approach challenges with curiosity and a problem-solving mindset.

As the SEM Specialist, you will be responsible for managing the campaign output, optimisation and innovation across Google and Bing. You will collaborate closely with the wider growth team to gain insights on customer behavior, and build the foundations of your new user acquisition approach. Using Data, you will define optimal targets and strategies to deliver growth through this key performance channel and execute effective, measurable and incrementality driving tests to drive continued improvements.

If you are passionate about performance marketing, this role offers an exciting opportunity to be an integral part of Koala's next chapter.



















Koala is only great when its employees are happy — and we're one happy bunch!



All in all, the Koala Kommunity is a great place to hang out and belong to!



At Koala, we do things a little differently and we don't shy away from the fact that we expect a lot from our employees! We are ambitious. We are curious. We are selfless. We want you to challenge expectations, always look to make a difference and give us something different from the norm. We want people that bring great energy, that have a long-game focus and are always trying to find new angles and approaches to the way we work. We're a team full of entrepreneurial spirit and have a relentless focus on 'what's next' but while always reviewing 'what's been done' and learning, growing and adapting. We're confident, but NEVER arrogant and we adapt to change like Steve Smith under a short ball. Honesty and empathy drive everything we do, as well as a total focus on exceeding our customers' expectations. So if you feel like this could be you... well what the bloody hell are you waiting for? Drop us a line, and let's see what you've got! ;)

There's no such thing as a ‘perfect' candidate, Koala is a place where everyone has opportunity. So however you identify and whatever background you bring with you, please apply if this is a role that would make you excited to come into work every day. We're an equal opportunity employer, and recognize that a diverse workforce is crucial to our success as a business.

To read more, check out our careers, LinkedIn, or the great work we do with Work180.",missing
254,Data Entry Clerk Work From Home - Part-Time Survey Participants,WorkatHome-JobBoard,"Sunshine Coast, Queensland, Australia",missing,Part-time,Advertising Services,Privately Held,2-10 employees,"Position: Data Entry Clerk Work From Home - Part-Time Focus Group Participants (Side Gig)

We are seeking individuals to participate in National & Local Paid Focus Groups, Clinical Trials, Phone Interviews or Paid Surveys.

With most of our paid surveys, you have the option to participate remotely online or in-person. This is a great way to earn additional income from the comfort of your home.













This position is perfect for anyone looking for temporary, part-time or full-time work. The hours are flexible and no previous experience is needed. If you are a data entry clerk or someone just looking for a flexible part time remote work at home job, this is a great way to supplement your income.",missing
255,Operations Manager (Australia),Demyst,Australia,missing,Full-time,Software Development,Privately Held,51-200 employees,"OUR SOLUTION

At Demyst, we're transforming the way enterprises manage data, eliminating key challenges and driving significant improvements in business outcomes through data workflow automation. Due to growing demand, we're expanding our team and seeking talented individuals to help us scale.

As a member of our team, you'll play a crucial role in delivering innovative data solutions, tackling pressing data projects, and creating immediate value for our clients.

Demyst empowers enterprises to seamlessly configure data Sources, Destinations, and Transformations, both external and internal, into efficient workflows. Our user-friendly drag-and-drop interface is accessible to everyone across the enterprise, with advanced tools available for power users. We support thousands of external data integrations natively within our workflows, all hosted on a robust, single-tenanted platform designed for purpose.



As Demyst's Operations Manager, you will play a pivotal role in creating operational excellence across various domains, including HR, legal, risk and compliance, data operations, and business operations.

Reporting directly to the Vice President of Operations, you will collaborate with key stakeholders to design, develop, and execute right-sized processes and procedures that position Demyst for scalability and capitalize on emerging opportunities.

This role is fully remote.",missing
256,Graduate Business Consultant,Career Success Australia,"Sydney, New South Wales, Australia",missing,Full-time,Professional Training and Coaching,Public Company,2-10 employees,"Are you a recent Graduate or just starting your career and looking for an exciting Graduate Consulting position in the energy sector?

Our client, a leading ASX-listed energy consulting firm is hiring for a talented and motivated Graduate Business Consultant to work across a range of departments including sales, client services, new business development, account management, and operations.",missing
257,Business Analyst,Softtest Pays,"Canberra, Australian Capital Territory, Australia",missing,Contract,Staffing and Recruiting,Privately Held,11-50 employees,"Australian Citizens residing in Australia only respond. must have top secret Positive Vetting

Essential Criteria:



1. Identify and prioritise functional and technical requirements.

2. Assist in defining business services and capability elements.

3. Compile charts, tables and other forms of data visualisation.

4. Assist in modelling activities to support resource and workforce decisions.

5. Define and develop business strategies and goals to enable engagement with key stakeholders.

6. Conduct modelling for project process and identify opportunities for process improvement.

7. Identify issues, risks and benefits of proposed solutions and project

impacts.

8. Support internal and external transformation and change",missing
258,Data Engineer,Softtest Pays,"Canberra, Australian Capital Territory, Australia",missing,Contract,Staffing and Recruiting,Privately Held,11-50 employees,"Australian Citizens residing in Australia only respond. eligible to get baseline clearance.

As a Data Engineer, you will be required to:











2. High level of competency with SQL programming- 35%

3. High level of competency with SQL programming- 10%

4. Strong written and verbal communication skills- 10%

5. Experience in developing and maintaining relevant documentation such as detailed designs, technical configuration documents, and build and support guides- 10%



1. Tertiary qualifications in data analysis, data engineering or data management.

2. Ability to build the technical capability and knowledge of other staff members.

3. Experience with delivering solutions using a data warehouse platform and processes.

4. Experience with cloud-based data platforms or an understanding of cloud concepts for data-related services",missing
259,Investment Analyst,Spaceship,"Sydney, New South Wales, Australia",missing,Full-time,Financial Services,Privately Held,51-200 employees,"At Spaceship, we're on a mission to transform the way people think about and invest their money. We started in 2017 with Spaceship Super, and in 2018 we launched Spaceship Voyager, which is making investing easy for everyone. In 2023, we launched a new US Investing service.

Since launch, we have grown to more than 200,000 financial members and surpassed $1.5 billion in funds under management – but we're just getting started.



Spaceship's investment philosophy is to invest in ""Where the World is Going"" (WWG) - a growth, benchmark unaware approach focused on trends such as e-commerce, clean energy, cloud computing, fintech and healthcare. If investing 'Where the World is Going' interests you, we're looking for an investment analyst to:





To be successful in this role, you will have:









We are ~40 people passionate about enabling people to invest in their future.

We value forward-thinking, accessibility, curiosity, transparency and simplicity in everything we do - from the way we collaborate to the products we create.

Spaceship has raised more than $70m to date from some of the world's most renowned investors including Horizons Ventures, AirTree Ventures, Grok Ventures, Valar Ventures, Sequoia Capital, and New Enterprise Associates.",missing
260,Governance & Planning Analyst,Australian Payments Plus,"Sydney, New South Wales, Australia",missing,Full-time,Financial Services,Privately Held,201-500 employees,"The Game Changers:

At AP+ we're changing the game! We're doing big things, and we can't do it alone. We're part of a big ecosystem, and we know teamwork and passion for our purpose is what will make us successful. We value the unique talents, perspectives, of all our employees. This includes people of all gender identities and sexual orientations, First Nations Peoples, people of all abilities and diverse backgrounds, as well as their families.

AP+ brings together Australia's three domestic payment providers, BPAY Group, eftpos and NPP Australia, into one integrated entity. Bringing these businesses together enables AP+ to create a more competitive and coordinated Australian payments organisation that is strategically placed to respond to the impacts of regulatory and technological change today, and into the future.





The Governance & Planning analyst role is pivotal in championing the AP+ Technology governance framework, best practices in IT governance and compliance to ensure the ongoing integrity and security of AP+'s organisational IT infrastructure. The Governance Secretariat is tasked with ongoing review, and improvement of the Technology governance framework to ensure its compliance with relevant regulations and standards.













We know applying for a role can be a nerve-wracking experience, so we endeavour to review applications and plan to schedule screening interviews within the next two weeks. If you are among selected candidates, we'll be in touch to schedule a phone interview. In any case, we will keep you posted on the status of your application.

We want to remove all barriers to inclusion so if you need advice or support with your application, we're here to help. Please reach out to recruitment@auspayplus.com.au We also encourage you to let us know your pronouns at any point during the recruitment process.",missing
261,Head of Data,Hume City Council,"Broadmeadows, Victoria, Australia",missing,Full-time,Government Administration,Government Agency,"1,001-5,000 employees","3 year max term contract
Competitive salary
Lead the effective management, planning and governance of the our Data Platforms and Ecosystem",missing
262,"Asset & Wealth Management, Risk, Structuring & Finance, Analyst / Associate, Sydney",Goldman Sachs,"Sydney, New South Wales, Australia",missing,Full-time,Financial Services,Public Company,"10,001+ employees","Job Description

Asset & Wealth Management

About

Bringing together traditional and alternative investments, we provide clients around the world with a dedicated partnership and focus on long-term performance. As the firm’s primary investment area, we provide investment and advisory services for some of the world’s leading pension plans, sovereign wealth funds, insurance companies, endowments, foundations, financial advisors and individuals, for which we oversee more than $2 trillion in assets under supervision. Working in a culture that values integrity and transparency, you will be part of a diverse team that is passionate about our craft, our clients, and building sustainable success. We are:





Goldman Sachs Asset Management is looking to hire an analyst or associate to join its Risk, Structuring & Finance team inSydney . The position offers an excellent career opportunity for a candidate seeking exposure to a varied portfolio across the full capital spectrum. The role involves working closely with divisional leadership as well as regional and global CFOs, to help drive the business and key initiatives. The candidate should be a highly-motivated individual with a passion for financial markets who is looking to challenge him/herself from Day 1.











At Goldman Sachs, we commit our people, capital and ideas to help our clients, shareholders and the communities we serve to grow. Founded in 1869, we are a leading global investment banking, securities and investment management firm. Headquartered in New York, we maintain offices around the world.

We believe who you are makes you better at what you do. We're committed to fostering and advancing diversity and inclusion in our own workplace and beyond by ensuring every individual within our firm has a number of opportunities to grow professionally and personally, from our training and development opportunities and firmwide networks to benefits, wellness and personal finance offerings and mindfulness programs. Learn more about our culture, benefits, and people at GS.com/careers.

We’re committed to finding reasonable accommodations for candidates with special needs or disabilities during our recruiting process. Learn more: https://www.goldmansachs.com/careers/footer/disability-statement.html

© The Goldman Sachs Group, Inc., 2023. All rights reserved.

Goldman Sachs is an equal employment/affirmative action employer Female/Minority/Disability/Veteran/Sexual Orientation/Gender Identity",missing
263,Data Engineer,DataDivers.io,"West Perth, Western Australia, Australia",missing,Full-time,IT Services and IT Consulting,Privately Held,11-50 employees,"About DataDivers.io

DataDivers is a dedicated consultancy for all things data and analytics. Our expertise spans data strategy, data platforms, DataOps, advanced analytics, data science, and building a data culture in our clients’ organisations. We are exceptional problem solvers who turn data into real business insights.

As a results-driven organisation, we are committed to remarkable outcomes for our clients. We are well-known for always delivering, but not only do we deliver — we go above and beyond to exceed expectations and build lasting relationships. We don’t operate in isolation to achieve this; we have strong partnerships with Microsoft, Snowflake, AWS, and Informatica, to name a few.

With a diverse client base, our people work across an exciting mix of organisations and with a variety of technology stacks. Our clients are both local and international, in the public and private sectors, and cover a vast cross-section of different domains, from health to government to mining to not-for-profits.

Our people are second to none in their field. They are true experts who are continuously learning and continuously giving back. Some deliver learning and mentoring programs; others are shaping future products, or tweaking frameworks and tools to advance new thinking. At the heart of what sets DataDivers apart is the support that our leaders and our people give to each other.

We believe that passion and curiosity lead to awesome possibilities for both you and for us. So come join the team and have a remarkable journey!



We are seeking who are passionate and curious about data, committed to always delivering value, invested in continuous learning, and excited to be part of a knowledgeable, forward-thinking team.



We would love to hear from you if you have:





What Sets DataDivers Apart?



Our people are front-and-centre and our aim is to develop end-to-end specialists; people with both breadth and depth to their expertise and experience. We encourage all Data Divers to develop themselves as full-stack, end-to-end data practitioners, comfortable with everything from ingestion to modelling to advanced analytics to data visualisations.

We have an extensive learning program called DLearn where we use a variety of learning partners and online training platforms, augmented with in-house training and support. We want to help all our Data Divers continuously learn and grow.



DataDivers is a principles and values-based company. Our six core principles are embedded in everything that we do: Care for People, Be Humble, Make Dives Remarkable, Build Lasting Relationships, Always Deliver and Create Everlasting Sustainability.



Our people are some of the best in their fields, but they are also humble. This means that everyone, leadership team included, is approachable and prepared to help and support fellow Data Divers whenever they need. Our people recognise and acknowledge each other’s hard work. Everyone is heard, and everyone is included.

If DataDivers sounds exciting to you, then please get in touch to introduce yourself and share how your experience will fit our team.",missing
264,Market Research Interviewers,Workforce Australia for Individuals,"Sydney, New South Wales, Australia",missing,Full-time,Government Administration,Government Agency,1 employee,"With lots of new projects, Roy Morgan is seeking interviewers to join our growing field team of field research officers!

Work for Australia’s most trust Market Research company and on exciting projects


As a Field Research Officer at Roy Morgan, you will be working on one or many of our research projects. This means that you will be working in and around your community interviewing people on some of Australia’s most important research projects. Our field team are responsible for undertaking professional and accurate data collection (including observations and interviewing) of the public with neutrality. Of course, there is some administration as well to ensure all the records are accurate and up to date. We provide extensive training and support for all our staff as well as the necessary equipment to get the work done.

You need to be comfortable engaging with people from all walks of life – both in helping them understand the importance and benefits of participating in research studies. You will be able to enjoy the flexibility of working independently and managing your own workload. The more flexible you are to work, the more work we have for you!





If you, or someone you know, is interested please apply via this job platform or send an email with your CV to careers@roymorgan.com

Roy Morgan values diversity and is committed to building an inclusive workplace culture that reflects our community. We encourage diversity and recognize the enrichment diversity brings to our business and people – whether its diversity of skill, experience and/or background. We welcome applications from diverse backgrounds and community groups including Aboriginal and Torres Strait Islander peoples.",missing
265,Consumer Insights Consultant,Resources Group,"Sydney, New South Wales, Australia",missing,Full-time,Staffing and Recruiting,Privately Held,11-50 employees,"This boutique consumer insights & strategy consultancy is known for its unrivalled ability to understand people, their habits, and markets.

Mirroring that of a management consultancy – they believe in consultation, collaboration, and clever thinking to solve complex problems.",missing
266,Market Research Interviewers,Workforce Australia for Individuals,"Geraldton, Western Australia, Australia",missing,Full-time,Government Administration,Government Agency,1 employee,"With lots of new projects, Roy Morgan is seeking interviewers to join our growing field team of field research officers!

Work for Australia’s most trust Market Research company and on exciting projects


As a Field Research Officer at Roy Morgan, you will be working on one or many of our research projects. This means that you will be working in and around your community interviewing people on some of Australia’s most important research projects. Our field team are responsible for undertaking professional and accurate data collection (including observations and interviewing) of the public with neutrality. Of course, there is some administration as well to ensure all the records are accurate and up to date. We provide extensive training and support for all our staff as well as the necessary equipment to get the work done.

You need to be comfortable engaging with people from all walks of life – both in helping them understand the importance and benefits of participating in research studies. You will be able to enjoy the flexibility of working independently and managing your own workload. The more flexible you are to work, the more work we have for you!





If you, or someone you know, is interested please apply via this job platform or send an email with your CV to careers@roymorgan.com

Roy Morgan values diversity and is committed to building an inclusive workplace culture that reflects our community. We encourage diversity and recognize the enrichment diversity brings to our business and people – whether its diversity of skill, experience and/or background. We welcome applications from diverse backgrounds and community groups including Aboriginal and Torres Strait Islander peoples.",missing
267,Data Analyst,EGM Partners: Executive Search and Recruitment,"Adelaide, South Australia, Australia",missing,Full-time,Staffing and Recruiting,Privately Held,11-50 employees,"Job Description

OUR CLIENT

Dedicated to evolving Australian agribusiness, Elders have been an industry leader in providing

specialised support to rural communities and businesses. For over 180 years, they have worked

diligently providing quality products and services expanding agronomy, livestock, insurance and real

estate.



As Elders effectively progress through their internal digital transformation, they are seeking an

experienced Data Analyst on a temporary contract for the next 12 months, to support in delivering

of data driven solutions to the business.






amending this accordingly.




with diagnostics and predictions.




objectives and needs.






To be successful in this role you will possess the following:




frameworks, principals and concepts.




and Excel.




reports and dashboards.




external stakeholders.



If you are passionate about growing your skill set around data and want to work within an agile and

progressive business this job sounds like a good fit for you, please submit your updated resume. For

more information or a confidential conversation, please contact Caitlin Shears on 0451 443 262 or

alternatively email caitlin.shears@egmpartners.com.au",missing
268,Data Engineere,XPT Software,"Melbourne, Victoria, Australia",missing,Contract,IT Services and IT Consulting,Privately Held,51-200 employees,"Requirements

6+ years of hands-on experience designing, building, deploying, testing, maintaining, monitoring, and owning scalable, resilient, and distributed data pipelines.",missing
269,Data Scientist,Bupa,"Melbourne, Victoria, Australia",missing,Full-time,Hospitals and Health Care,Privately Held,"10,001+ employees","The opportunity
 As a Data Scientist within the Health Insurance Customer Insights and Decision Science team; you will be responsible for delivering data science projects that contribute to audience selection and personalisation for customer recommendations, offers and 1-1 marketing campaigns, and improved health insurance business performance. ",missing
270,People Analytics Consultant,SAMUELS DONEGAN,Australia,missing,Temporary,Staffing and Recruiting,Privately Held,2-10 employees,"Short term contract
Remote or Hybrid
$700 - $800 inc super per day

Is this your perfect match?","A$150,000.00/yr - A$200,000.00/yr"
271,Investment Operations Analyst,Pinnacle Investment Management Group,"Brisbane, Queensland, Australia",missing,Full-time,Investment Management,Public Company,51-200 employees,"Pinnacle Investment Management Group Limited (ASX:PNI) is a leading Australian-based multi-affiliate investment management firm. Our mission is to establish, grow and support a diverse stable of world-class investment management firms.",missing
272,Accounting Intern,Ace Talent Recruitment,"Carlton, Victoria, Australia",missing,Internship,Human Resources Services,Self-Owned,2-10 employees,"Ace Talent Recruitment

Accounting Intern

Melbourne, VIC, Australia - Internship

Ace Talent Recruitment was established with the intention of becoming the go-to provider for customers, staff members, and contingent labor. We are currently one of Australia's fastest-growing businesses and are recognized by Staffing Industry Analysts and Australia Business as one of the finest places to work. We also provide direct placement and contract to hire.We are aware of how crucial your career is to you. It matters to us as well! Because of this, we offer a clear, visible career path with chances abroad, backed by our well-regarded training and development programs.



Our client is looking for an Accounting Intern who will be responsible in preparing financial reports, completing tax forms, and performing account reconciliations. The intern will know how to work as part of the accounting team to compile and analyze data, track information, and support the company or clients.









Powered by JazzHR

mHC8cLwrN3",missing
273,Administration Officer,The Royal Women's Hospital,"Parkville, Victoria, Australia",missing,Part-time,Hospitals and Health Care,Government Agency,"1,001-5,000 employees","Part time 36 hours per week, ongoing role
Parkville location, with multiple public transport options available
$58,442 - $63,996 (pro-rata for part time) + salary packaging + super + 5 weeks annual leave

The Royal Women's Hospital is one of Australia's oldest and most distinguished tertiary hospitals dedicated to improving the health and wellbeing of women and newborns, offering specialised services within maternity, neonatal and women's health. Our goal is to be the best place to work, learn and contribute, and to provide exceptional experiences for our patients and consumers



The Outpatient services accommodate specialist care for women in Obstetrics and Gynaecology. Both areas provide care for women, their families, clinicians, research and academic staff.



As an Admin Clerk you will provide excellent customer service, provide high quality data entry and general administration duties and ensure efficient and effective service operations by performing all the responsibilities and duties outlined.







You will be someone with excellent communication skills and the ability to work in a fast-paced team environment..







At the Women's you will enjoy a culture that is collaborative, supportive and passionate about learning. We have a strong sense of purpose, and engage in meaningful work every day. We offer our people a range of rewarding benefits, including:





The Women's celebrates, values and supports a diverse and inclusive environment which reflects our vibrant community. We encourage applications from anyone identifying as Aboriginal and/or Torres Strait Islander. We also welcome anyone who identifies as LGBTQIA+, linguistically, culturally and/or gender diverse, people with disability, and people of any age to apply for our roles. We are committed to gender equity principles, and our people have an awareness of and sensitive approach to violence against women and family violence matters. We are proudly Breastfeeding Association accredited.



If you feel this role is right for you we warmly invite you to apply, and encourage your early application. All appointments are made subject to a satisfactory National Police Check, a Working with Children Check and three COVID-19 vaccinations, and may include a range of additional vaccinations including influenza, as required by the Department of Health.

If you need assistance or require any adjustments to fully participate in the application or interview process, you are welcome to reach out to the contact person listed. We acknowledge that not all applicants will meet the full list of selection criteria outlined, and wherever possible we will consider applications where relevant experience can apply.

For more information, please view the Position Description for this role.

If you have any enquiries, please contact Maria Dikeakos on 03 8345 2324 or Maria.Dikeakos@thewomens.org.au

Application closing date: 15 September 2024",missing
